"trial","subID","cond","dim","resp","corr","acc","rt"
20,293748,"control","texture",0,0,1,990
21,293748,"control","shape",0,1,0,1189
22,293748,"control","shape",0,0,1,936
23,293748,"control","texture",1,1,1,1261
24,293748,"relational","texture",1,0,0,1784
25,293748,"relational","texture",0,1,0,1268
26,293748,"relational","shape",1,1,1,1127
27,293748,"relational","texture",0,0,1,1018
1,352738,"relational","texture",0,0,1,1851
2,352738,"relational","texture",1,1,1,1755
3,352738,"relational","shape",1,1,1,1183
4,352738,"relational","texture",0,0,1,1360
5,352738,"control","shape",1,1,1,1163
6,352738,"control","texture",1,1,1,1374
7,352738,"control","shape",1,0,0,1005
8,352738,"control","texture",0,0,1,1080
9,352738,"control","texture",1,1,1,1324
10,352738,"relational","shape",0,0,1,1780
11,352738,"relational","texture",0,0,1,2263
12,352738,"relational","texture",1,1,1,1999
13,352738,"relational","shape",0,0,1,1869
14,352738,"control","shape",1,1,1,1061
15,352738,"control","shape",0,0,1,1581
16,352738,"control","texture",0,0,1,1213
17,352738,"control","texture",1,1,1,1404
18,352738,"control","texture",0,1,0,1693
19,352738,"control","shape",0,0,1,1034
20,352738,"control","texture",0,0,1,1302
21,352738,"control","shape",1,1,1,1236
22,352738,"control","shape",0,0,1,953
23,352738,"control","texture",1,1,1,1544
24,352738,"relational","texture",0,0,1,1804
25,352738,"relational","texture",1,1,1,2119
26,352738,"relational","shape",0,1,0,1928
27,352738,"relational","texture",0,0,1,2178
1,353740,"relational","texture",0,0,1,1659
2,353740,"relational","texture",1,1,1,1413
3,353740,"relational","shape",1,1,1,1331
4,353740,"relational","texture",0,0,1,1555
5,353740,"control","shape",1,1,1,1035
6,353740,"control","texture",1,1,1,951
7,353740,"control","shape",0,0,1,847
8,353740,"control","texture",0,0,1,1063
9,353740,"control","texture",1,1,1,978
10,353740,"relational","shape",0,0,1,1795
11,353740,"relational","texture",0,0,1,1679
12,353740,"relational","texture",1,1,1,1326
13,353740,"relational","shape",0,0,1,1870
14,353740,"control","shape",1,1,1,1514
15,353740,"control","shape",0,0,1,1238
16,353740,"control","texture",0,0,1,1328
17,353740,"control","texture",1,1,1,1643
18,353740,"control","texture",1,1,1,1787
19,353740,"control","shape",0,0,1,1084
20,353740,"control","texture",0,0,1,1422
21,353740,"control","shape",1,1,1,789
22,353740,"control","shape",0,0,1,882
23,353740,"control","texture",1,1,1,1408
24,353740,"relational","texture",0,0,1,1628
25,353740,"relational","texture",1,1,1,1654
26,353740,"relational","shape",1,1,1,1493
27,353740,"relational","texture",0,0,1,1885
1,358144,"relational","texture",0,0,1,1887
2,358144,"relational","texture",1,1,1,1428
3,358144,"relational","shape",1,1,1,2134
4,358144,"relational","texture",0,0,1,1435
5,358144,"control","shape",1,1,1,1261
6,358144,"control","texture",0,1,0,925
7,358144,"control","shape",0,0,1,1111
8,358144,"control","texture",0,0,1,1320
9,358144,"control","texture",1,1,1,1647
10,358144,"relational","shape",0,0,1,1457
11,358144,"relational","texture",0,0,1,2007
12,358144,"relational","texture",1,1,1,1677
13,358144,"relational","shape",0,0,1,2229
14,358144,"control","shape",0,1,0,1389
15,358144,"control","shape",0,0,1,1011
16,358144,"control","texture",0,0,1,1398
17,358144,"control","texture",1,1,1,1872
18,358144,"control","texture",1,1,1,1537
19,358144,"control","shape",0,0,1,1858
20,358144,"control","texture",0,0,1,1355
21,358144,"control","shape",1,1,1,1679
22,358144,"control","shape",0,0,1,1175
23,358144,"control","texture",1,1,1,1614
24,358144,"relational","texture",0,0,1,1881
25,358144,"relational","texture",1,1,1,1767
26,358144,"relational","shape",1,1,1,797
27,358144,"relational","texture",0,0,1,1215
1,406836,"relational","texture",1,0,0,710
2,406836,"relational","texture",1,1,1,780
3,406836,"relational","shape",1,1,1,1559
4,406836,"relational","texture",1,0,0,828
5,406836,"control","shape",1,1,1,1457
6,406836,"control","texture",1,1,1,1142
7,406836,"control","shape",0,0,1,673
8,406836,"control","texture",0,0,1,1132
9,406836,"control","texture",1,1,1,943
10,406836,"relational","shape",0,0,1,1654
11,406836,"relational","texture",0,0,1,1401
12,406836,"relational","texture",0,1,0,1503
13,406836,"relational","shape",0,0,1,1285
14,406836,"control","shape",1,1,1,798
15,406836,"control","shape",0,0,1,1123
16,406836,"control","texture",0,0,1,1544
17,406836,"control","texture",1,1,1,1306
18,406836,"control","texture",1,1,1,962
19,406836,"control","shape",0,0,1,1515
20,406836,"control","texture",0,0,1,1040
21,406836,"control","shape",1,1,1,757
22,406836,"control","shape",0,0,1,1002
23,406836,"control","texture",1,1,1,995
24,406836,"relational","texture",0,0,1,1124
25,406836,"relational","texture",1,1,1,1678
26,406836,"relational","shape",0,1,0,1196
27,406836,"relational","texture",0,0,1,1751
1,433839,"relational","texture",0,0,1,1775
2,433839,"relational","texture",1,1,1,1244
3,433839,"relational","shape",1,1,1,1571
4,433839,"relational","texture",1,0,0,1248
5,433839,"control","shape",1,1,1,1318
6,433839,"control","texture",1,1,1,1408
7,433839,"control","shape",0,0,1,1233
8,433839,"control","texture",0,0,1,1352
9,433839,"control","texture",1,1,1,1141
10,433839,"relational","shape",0,0,1,2366
11,433839,"relational","texture",0,0,1,2026
12,433839,"relational","texture",0,1,0,1855
13,433839,"relational","shape",0,0,1,2357
14,433839,"control","shape",1,1,1,1310
15,433839,"control","shape",0,0,1,1434
16,433839,"control","texture",0,0,1,1751
17,433839,"control","texture",1,1,1,1867
18,433839,"control","texture",1,1,1,1404
19,433839,"control","shape",0,0,1,2353
20,433839,"control","texture",0,0,1,1197
21,433839,"control","shape",1,1,1,1199
22,433839,"control","shape",0,0,1,1228
23,433839,"control","texture",1,1,1,1635
24,433839,"relational","texture",0,0,1,1839
25,433839,"relational","texture",0,1,0,1978
26,433839,"relational","shape",0,1,0,1447
27,433839,"relational","texture",0,0,1,2113
1,500222,"relational","texture",0,0,1,1540
2,500222,"relational","texture",1,1,1,1634
3,500222,"relational","shape",1,1,1,1498
4,500222,"relational","texture",0,0,1,1592
5,500222,"control","shape",1,1,1,1247
6,500222,"control","texture",1,1,1,1440
7,500222,"control","shape",0,0,1,1031
8,500222,"control","texture",0,0,1,1271
9,500222,"control","texture",1,1,1,1078
10,500222,"relational","shape",0,0,1,1642
11,500222,"relational","texture",1,0,0,1578
12,500222,"relational","texture",1,1,1,1456
13,500222,"relational","shape",0,0,1,1693
14,500222,"control","shape",1,1,1,1663
15,500222,"control","shape",0,0,1,932
16,500222,"control","texture",0,0,1,1504
17,500222,"control","texture",1,1,1,1629
18,500222,"control","texture",1,1,1,1359
19,500222,"control","shape",0,0,1,1184
20,500222,"control","texture",0,0,1,1322
21,500222,"control","shape",1,1,1,875
22,500222,"control","shape",0,0,1,947
23,500222,"control","texture",1,1,1,1616
24,500222,"relational","texture",0,0,1,1816
25,500222,"relational","texture",1,1,1,1555
26,500222,"relational","shape",1,1,1,1449
27,500222,"relational","texture",0,0,1,1924
1,512835,"relational","texture",0,0,1,1728
2,512835,"relational","texture",0,1,0,1534
3,512835,"relational","shape",1,1,1,1778
4,512835,"relational","texture",0,0,1,1887
5,512835,"control","shape",1,1,1,1337
6,512835,"control","texture",1,1,1,1174
7,512835,"control","shape",1,0,0,1598
8,512835,"control","texture",0,0,1,1732
9,512835,"control","texture",1,1,1,1429
10,512835,"relational","shape",0,0,1,1830
11,512835,"relational","texture",1,0,0,2535
12,512835,"relational","texture",0,1,0,2322
13,512835,"relational","shape",0,0,1,2039
14,512835,"control","shape",0,1,0,1818
15,512835,"control","shape",0,0,1,1737
16,512835,"control","texture",0,0,1,1494
17,512835,"control","texture",1,1,1,1149
18,512835,"control","texture",0,1,0,1557
19,512835,"control","shape",0,0,1,1463
20,512835,"control","texture",0,0,1,1389
21,512835,"control","shape",1,1,1,1261
22,512835,"control","shape",0,0,1,1270
23,512835,"control","texture",1,1,1,1618
24,512835,"relational","texture",0,0,1,2367
25,512835,"relational","texture",0,1,0,1879
26,512835,"relational","shape",1,1,1,1943
27,512835,"relational","texture",1,0,0,2230
1,555348,"relational","texture",1,0,0,2015
2,555348,"relational","texture",1,1,1,1494
3,555348,"relational","shape",0,1,0,1249
4,555348,"relational","texture",1,0,0,1373
5,555348,"control","shape",1,1,1,975
6,555348,"control","texture",1,1,1,1360
7,555348,"control","shape",0,0,1,1039
8,555348,"control","texture",1,0,0,1724
9,555348,"control","texture",1,1,1,1152
10,555348,"relational","shape",0,0,1,1223
11,555348,"relational","texture",0,0,1,1423
12,555348,"relational","texture",1,1,1,1300
13,555348,"relational","shape",1,0,0,1098
14,555348,"control","shape",1,1,1,899
15,555348,"control","shape",0,0,1,1007
16,555348,"control","texture",1,0,0,1150
17,555348,"control","texture",1,1,1,1633
18,555348,"control","texture",1,1,1,1198
19,555348,"control","shape",0,0,1,1233
20,555348,"control","texture",0,0,1,1156
21,555348,"control","shape",1,1,1,886
22,555348,"control","shape",0,0,1,1105
23,555348,"control","texture",0,1,0,1224
24,555348,"relational","texture",1,0,0,1848
25,555348,"relational","texture",0,1,0,1631
26,555348,"relational","shape",1,1,1,1234
27,555348,"relational","texture",1,0,0,1208
1,559053,"relational","texture",0,0,1,3453
2,559053,"relational","texture",0,1,0,3122
3,559053,"relational","shape",1,1,1,2484
4,559053,"relational","texture",0,0,0,0
5,559053,"control","shape",1,1,1,2256
6,559053,"control","texture",1,1,1,2014
7,559053,"control","shape",0,0,1,2124
8,559053,"control","texture",1,0,0,1471
9,559053,"control","texture",1,1,1,1133
10,559053,"relational","shape",0,0,1,3141
11,559053,"relational","texture",1,0,0,2631
12,559053,"relational","texture",0,1,0,2325
13,559053,"relational","shape",0,0,1,3319
14,559053,"control","shape",1,1,1,1593
15,559053,"control","shape",1,0,0,1998
16,559053,"control","texture",1,0,0,1298
17,559053,"control","texture",0,1,0,0
18,559053,"control","texture",0,1,0,1762
19,559053,"control","shape",0,0,0,0
20,559053,"control","texture",0,0,1,1957
21,559053,"control","shape",1,1,1,1655
22,559053,"control","shape",0,0,1,1303
23,559053,"control","texture",1,1,1,1644
24,559053,"relational","texture",0,0,1,2621
25,559053,"relational","texture",1,1,1,2299
26,559053,"relational","shape",0,1,0,1941
27,559053,"relational","texture",0,0,1,3001
1,568963,"relational","texture",1,0,0,1571
2,568963,"relational","texture",1,1,1,1768
3,568963,"relational","shape",1,1,1,1780
4,568963,"relational","texture",0,0,1,1736
5,568963,"control","shape",1,1,1,1493
6,568963,"control","texture",1,1,1,1197
7,568963,"control","shape",0,0,1,930
8,568963,"control","texture",0,0,1,1168
9,568963,"control","texture",1,1,1,1407
10,568963,"relational","shape",0,0,1,2244
11,568963,"relational","texture",0,0,1,1988
12,568963,"relational","texture",0,1,0,1631
13,568963,"relational","shape",0,0,1,1894
14,568963,"control","shape",1,1,1,1197
15,568963,"control","shape",0,0,1,952
16,568963,"control","texture",0,0,1,936
17,568963,"control","texture",1,1,1,1309
18,568963,"control","texture",1,1,1,1032
19,568963,"control","shape",0,0,1,1086
20,568963,"control","texture",0,0,1,1097
21,568963,"control","shape",1,1,1,1004
22,568963,"control","shape",0,0,1,1186
23,568963,"control","texture",1,1,1,1180
24,568963,"relational","texture",0,0,1,1484
25,568963,"relational","texture",0,1,0,2133
26,568963,"relational","shape",0,1,0,2405
27,568963,"relational","texture",0,0,1,1971
1,581450,"relational","texture",0,0,1,1577
2,581450,"relational","texture",1,1,1,1537
3,581450,"relational","shape",1,1,1,1294
4,581450,"relational","texture",0,0,1,1504
5,581450,"control","shape",1,1,1,1306
6,581450,"control","texture",0,1,0,1088
7,581450,"control","shape",0,0,1,1126
8,581450,"control","texture",0,0,1,1300
9,581450,"control","texture",1,1,1,853
10,581450,"relational","shape",0,0,1,2275
11,581450,"relational","texture",0,0,1,2944
12,581450,"relational","texture",1,1,1,1913
13,581450,"relational","shape",0,0,1,2084
14,581450,"control","shape",1,1,1,1057
15,581450,"control","shape",0,0,1,957
16,581450,"control","texture",0,0,1,995
17,581450,"control","texture",1,1,1,921
18,581450,"control","texture",1,1,1,874
19,581450,"control","shape",0,0,1,996
20,581450,"control","texture",0,0,1,933
21,581450,"control","shape",1,1,1,760
22,581450,"control","shape",0,0,1,892
23,581450,"control","texture",1,1,1,779
24,581450,"relational","texture",0,0,1,1380
25,581450,"relational","texture",1,1,1,1697
26,581450,"relational","shape",0,1,0,1318
27,581450,"relational","texture",0,0,1,2000
1,599671,"relational","texture",0,0,1,1861
2,599671,"relational","texture",1,1,1,1926
3,599671,"relational","shape",1,1,1,2218
4,599671,"relational","texture",0,0,1,1681
5,599671,"control","shape",1,1,1,1097
6,599671,"control","texture",1,1,1,1322
7,599671,"control","shape",0,0,1,1015
8,599671,"control","texture",0,0,1,1087
9,599671,"control","texture",1,1,1,1295
10,599671,"relational","shape",0,0,1,2374
11,599671,"relational","texture",0,0,1,1692
12,599671,"relational","texture",0,1,0,1557
13,599671,"relational","shape",1,0,0,1271
14,599671,"control","shape",1,1,1,1313
15,599671,"control","shape",0,0,1,1172
16,599671,"control","texture",0,0,1,1136
17,599671,"control","texture",1,1,1,1010
18,599671,"control","texture",1,1,1,1036
19,599671,"control","shape",0,0,1,1011
20,599671,"control","texture",0,0,1,1080
21,599671,"control","shape",1,1,1,1072
22,599671,"control","shape",0,0,1,894
23,599671,"control","texture",1,1,1,1179
24,599671,"relational","texture",0,0,1,2435
25,599671,"relational","texture",0,1,0,1463
26,599671,"relational","shape",0,1,0,1451
27,599671,"relational","texture",0,0,1,1728
1,601127,"relational","texture",0,0,1,1994
2,601127,"relational","texture",1,1,1,2288
3,601127,"relational","shape",1,1,1,1851
4,601127,"relational","texture",0,0,1,2102
5,601127,"control","shape",1,1,1,1547
6,601127,"control","texture",1,1,1,1636
7,601127,"control","shape",0,0,1,1161
8,601127,"control","texture",0,0,1,1652
9,601127,"control","texture",1,1,1,1082
10,601127,"relational","shape",0,0,1,2677
11,601127,"relational","texture",0,0,1,2787
12,601127,"relational","texture",1,1,1,2339
13,601127,"relational","shape",0,0,0,0
14,601127,"control","shape",1,1,1,1386
15,601127,"control","shape",0,0,1,829
16,601127,"control","texture",0,0,1,2219
17,601127,"control","texture",1,1,1,2768
18,601127,"control","texture",1,1,1,1309
19,601127,"control","shape",0,0,1,1613
20,601127,"control","texture",0,0,1,1549
21,601127,"control","shape",1,1,1,685
22,601127,"control","shape",0,0,1,1335
23,601127,"control","texture",1,1,1,2421
24,601127,"relational","texture",0,0,1,1902
25,601127,"relational","texture",1,1,1,1801
26,601127,"relational","shape",1,1,1,2099
27,601127,"relational","texture",0,0,1,2771
1,660951,"relational","texture",1,0,0,1537
2,660951,"relational","texture",1,1,1,1173
3,660951,"relational","shape",0,1,0,1090
4,660951,"relational","texture",1,0,0,1389
5,660951,"control","shape",1,1,1,2035
6,660951,"control","texture",0,1,0,2075
7,660951,"control","shape",0,0,1,2094
8,660951,"control","texture",0,0,1,1590
9,660951,"control","texture",1,1,1,1357
10,660951,"relational","shape",0,0,1,2222
11,660951,"relational","texture",1,0,0,2985
12,660951,"relational","texture",0,1,0,2556
13,660951,"relational","shape",0,0,1,2615
14,660951,"control","shape",0,1,0,1188
15,660951,"control","shape",1,0,0,1244
16,660951,"control","texture",0,0,1,2789
17,660951,"control","texture",1,1,1,2092
18,660951,"control","texture",1,1,1,1381
19,660951,"control","shape",0,0,1,1788
20,660951,"control","texture",0,0,1,1702
21,660951,"control","shape",0,1,0,1769
22,660951,"control","shape",1,0,0,1816
23,660951,"control","texture",1,1,1,2140
24,660951,"relational","texture",0,0,1,2141
25,660951,"relational","texture",0,1,0,2086
26,660951,"relational","shape",0,1,0,2314
27,660951,"relational","texture",1,0,0,1996
1,662551,"relational","texture",0,0,1,2891
2,662551,"relational","texture",0,1,0,0
3,662551,"relational","shape",0,1,0,2617
4,662551,"relational","texture",0,0,1,3250
5,662551,"control","shape",1,1,1,2384
6,662551,"control","texture",1,1,1,2328
7,662551,"control","shape",0,0,1,1873
8,662551,"control","texture",1,0,0,1379
9,662551,"control","texture",1,1,1,2429
10,662551,"relational","shape",0,0,1,2510
11,662551,"relational","texture",1,0,0,2955
12,662551,"relational","texture",0,1,0,3029
13,662551,"relational","shape",1,0,0,2203
14,662551,"control","shape",1,1,1,2552
15,662551,"control","shape",0,0,1,2012
16,662551,"control","texture",0,0,1,1567
17,662551,"control","texture",1,1,1,2484
18,662551,"control","texture",1,1,1,1533
19,662551,"control","shape",1,0,0,2677
20,662551,"control","texture",0,0,1,2634
21,662551,"control","shape",1,1,1,2086
22,662551,"control","shape",0,0,1,1771
23,662551,"control","texture",1,1,1,1392
24,662551,"relational","texture",0,0,1,3442
25,662551,"relational","texture",1,1,1,2624
26,662551,"relational","shape",0,1,0,3054
27,662551,"relational","texture",1,0,0,2082
1,665254,"relational","texture",1,0,0,1326
2,665254,"relational","texture",1,1,1,1120
3,665254,"relational","shape",1,1,1,1203
4,665254,"relational","texture",1,0,0,1496
5,665254,"control","shape",1,1,1,1012
6,665254,"control","texture",1,1,1,1288
7,665254,"control","shape",0,0,1,831
8,665254,"control","texture",0,0,1,1407
9,665254,"control","texture",1,1,1,934
10,665254,"relational","shape",0,0,1,1215
11,665254,"relational","texture",0,0,1,2131
12,665254,"relational","texture",0,1,0,1795
13,665254,"relational","shape",0,0,1,1822
14,665254,"control","shape",1,1,1,739
15,665254,"control","shape",0,0,1,935
16,665254,"control","texture",0,0,1,1146
17,665254,"control","texture",0,1,0,1349
18,665254,"control","texture",1,1,1,1115
19,665254,"control","shape",0,0,1,1234
20,665254,"control","texture",0,0,1,1279
21,665254,"control","shape",1,1,1,971
22,665254,"control","shape",0,0,1,1042
23,665254,"control","texture",1,1,1,1089
24,665254,"relational","texture",0,0,1,1436
25,665254,"relational","texture",1,1,1,1950
26,665254,"relational","shape",0,1,0,1173
27,665254,"relational","texture",1,0,0,2037
1,667056,"relational","texture",0,0,1,2258
2,667056,"relational","texture",1,1,1,1447
3,667056,"relational","shape",1,1,1,2208
4,667056,"relational","texture",0,0,1,1532
5,667056,"control","shape",0,1,0,1189
6,667056,"control","texture",1,1,1,1284
7,667056,"control","shape",0,0,1,1085
8,667056,"control","texture",0,0,1,1159
9,667056,"control","texture",1,1,1,1023
10,667056,"relational","shape",0,0,1,2305
11,667056,"relational","texture",1,0,0,2617
12,667056,"relational","texture",1,1,1,1539
13,667056,"relational","shape",0,0,1,1862
14,667056,"control","shape",0,1,0,1064
15,667056,"control","shape",0,0,1,1115
16,667056,"control","texture",0,0,1,1272
17,667056,"control","texture",1,1,1,1090
18,667056,"control","texture",1,1,1,938
19,667056,"control","shape",0,0,1,1227
20,667056,"control","texture",0,0,1,1064
21,667056,"control","shape",1,1,1,970
22,667056,"control","shape",0,0,1,854
23,667056,"control","texture",1,1,1,1290
24,667056,"relational","texture",0,0,1,1682
25,667056,"relational","texture",1,1,1,1282
26,667056,"relational","shape",0,1,0,1314
27,667056,"relational","texture",1,0,0,1636
1,680957,"relational","texture",0,0,0,0
2,680957,"relational","texture",0,1,0,218
3,680957,"relational","shape",1,1,1,3400
4,680957,"relational","texture",0,0,0,0
5,680957,"control","shape",0,1,0,2039
6,680957,"control","texture",1,1,1,1708
7,680957,"control","shape",0,0,1,1659
8,680957,"control","texture",0,0,1,1993
9,680957,"control","texture",1,1,1,1577
10,680957,"relational","shape",0,0,1,3416
11,680957,"relational","texture",0,0,0,0
12,680957,"relational","texture",0,1,0,0
13,680957,"relational","shape",0,0,0,0
14,680957,"control","shape",1,1,1,2120
15,680957,"control","shape",0,0,1,1497
16,680957,"control","texture",0,0,1,1665
17,680957,"control","texture",1,1,1,2319
18,680957,"control","texture",1,1,1,1773
19,680957,"control","shape",0,0,1,2753
20,680957,"control","texture",0,0,0,0
21,680957,"control","shape",1,1,1,1259
22,680957,"control","shape",0,0,0,0
23,680957,"control","texture",1,1,1,1868
24,680957,"relational","texture",0,0,1,2522
25,680957,"relational","texture",0,1,0,3264
26,680957,"relational","shape",0,1,0,0
27,680957,"relational","texture",0,0,1,2540
1,707749,"relational","texture",1,0,0,1551
2,707749,"relational","texture",0,1,0,1687
3,707749,"relational","shape",1,1,1,1546
4,707749,"relational","texture",0,0,1,1322
5,707749,"control","shape",0,1,0,1564
6,707749,"control","texture",1,1,1,1091
7,707749,"control","shape",0,0,1,1494
8,707749,"control","texture",0,0,1,1540
9,707749,"control","texture",1,1,1,1056
10,707749,"relational","shape",0,0,1,3061
11,707749,"relational","texture",1,0,0,2037
12,707749,"relational","texture",1,1,1,2252
13,707749,"relational","shape",1,0,0,2455
14,707749,"control","shape",0,1,0,0
15,707749,"control","shape",0,0,0,0
16,707749,"control","texture",0,0,1,1777
17,707749,"control","texture",1,1,1,1645
18,707749,"control","texture",1,1,1,1669
19,707749,"control","shape",0,0,1,2070
20,707749,"control","texture",0,0,1,1817
21,707749,"control","shape",1,1,1,1420
22,707749,"control","shape",0,0,1,1554
23,707749,"control","texture",0,1,0,1621
24,707749,"relational","texture",0,0,1,2125
25,707749,"relational","texture",1,1,1,1825
26,707749,"relational","shape",1,1,1,1656
27,707749,"relational","texture",1,0,0,2474
1,715950,"relational","texture",0,0,0,0
2,715950,"relational","texture",1,1,1,2266
3,715950,"relational","shape",0,1,0,2463
4,715950,"relational","texture",0,0,1,1798
5,715950,"control","shape",1,1,1,1585
6,715950,"control","texture",0,1,0,1132
7,715950,"control","shape",0,0,1,1274
8,715950,"control","texture",0,0,1,1560
9,715950,"control","texture",1,1,1,1863
10,715950,"relational","shape",0,0,0,0
11,715950,"relational","texture",0,0,0,0
12,715950,"relational","texture",1,1,1,2758
13,715950,"relational","shape",0,0,0,0
14,715950,"control","shape",1,1,1,1483
15,715950,"control","shape",0,0,1,1298
16,715950,"control","texture",0,0,1,1381
17,715950,"control","texture",1,1,1,1631
18,715950,"control","texture",1,1,1,1638
19,715950,"control","shape",0,0,1,2193
20,715950,"control","texture",0,0,1,1230
21,715950,"control","shape",1,1,1,1150
22,715950,"control","shape",0,0,1,2032
23,715950,"control","texture",1,1,1,1321
24,715950,"relational","texture",0,0,1,2553
25,715950,"relational","texture",0,1,0,2960
26,715950,"relational","shape",1,1,1,2323
27,715950,"relational","texture",0,0,1,3000
1,725751,"relational","texture",0,0,1,1388
2,725751,"relational","texture",1,1,1,1397
3,725751,"relational","shape",0,1,0,1370
4,725751,"relational","texture",1,0,0,1116
5,725751,"control","shape",0,1,0,1159
6,725751,"control","texture",1,1,1,1350
7,725751,"control","shape",0,0,1,1138
8,725751,"control","texture",0,0,1,1383
9,725751,"control","texture",1,1,1,1038
10,725751,"relational","shape",0,0,1,1436
11,725751,"relational","texture",1,0,0,1347
12,725751,"relational","texture",0,1,0,1113
13,725751,"relational","shape",0,0,1,1433
14,725751,"control","shape",1,1,1,1221
15,725751,"control","shape",0,0,1,1475
16,725751,"control","texture",1,0,0,1148
17,725751,"control","texture",0,1,0,1917
18,725751,"control","texture",0,1,0,2155
19,725751,"control","shape",0,0,1,2395
20,725751,"control","texture",0,0,1,1556
21,725751,"control","shape",1,1,1,1163
22,725751,"control","shape",0,0,1,2146
23,725751,"control","texture",1,1,1,1760
24,725751,"relational","texture",0,0,1,1773
25,725751,"relational","texture",1,1,1,1934
26,725751,"relational","shape",1,1,1,2395
27,725751,"relational","texture",0,0,1,1426
1,735148,"relational","texture",1,0,0,2329
2,735148,"relational","shape",0,0,1,2566
3,735148,"relational","texture",0,1,0,2669
4,735148,"relational","shape",1,1,1,1871
5,735148,"control","shape",0,1,0,1118
6,735148,"control","shape",0,0,1,1860
7,735148,"control","texture",0,0,1,2679
8,735148,"control","texture",1,1,1,1178
9,735148,"control","shape",0,1,0,1028
10,735148,"control","texture",0,0,0,0
11,735148,"control","shape",1,1,1,788
12,735148,"control","texture",0,1,0,1312
13,735148,"control","shape",0,0,0,0
14,735148,"control","shape",1,1,1,708
15,735148,"relational","shape",1,1,1,1986
16,735148,"relational","shape",1,0,0,1141
17,735148,"relational","texture",0,0,1,2485
18,735148,"relational","texture",0,1,0,1877
19,735148,"relational","shape",1,1,1,1200
20,735148,"relational","texture",0,0,1,2524
21,735148,"relational","shape",1,1,1,2371
22,735148,"relational","texture",0,0,1,2453
23,735148,"control","texture",1,0,0,2714
24,735148,"control","texture",0,0,0,0
25,735148,"control","shape",0,0,0,0
26,735148,"control","texture",0,1,0,1047
27,735148,"control","shape",0,1,0,888
1,783462,"relational","texture",0,0,1,2055
2,783462,"relational","texture",1,1,1,2138
3,783462,"relational","shape",0,1,0,2066
4,783462,"relational","texture",0,0,1,2522
5,783462,"control","shape",1,1,1,1675
6,783462,"control","texture",1,1,1,1482
7,783462,"control","shape",0,0,1,1744
8,783462,"control","texture",0,0,1,2104
9,783462,"control","texture",1,1,1,1576
10,783462,"relational","shape",0,0,1,2272
11,783462,"relational","texture",0,0,1,1788
12,783462,"relational","texture",1,1,1,1871
13,783462,"relational","shape",0,0,1,2300
14,783462,"control","shape",1,1,1,1598
15,783462,"control","shape",0,0,1,1034
16,783462,"control","texture",0,0,1,1572
17,783462,"control","texture",1,1,1,2005
18,783462,"control","texture",1,1,1,1567
19,783462,"control","shape",0,0,1,1350
20,783462,"control","texture",0,0,1,1564
21,783462,"control","shape",1,1,1,1462
22,783462,"control","shape",0,0,1,1017
23,783462,"control","texture",1,1,1,1529
24,783462,"relational","texture",0,0,1,1576
25,783462,"relational","texture",1,1,1,2374
26,783462,"relational","shape",1,1,1,1606
27,783462,"relational","texture",0,0,1,2032
1,814649,"relational","texture",1,0,0,839
2,814649,"relational","texture",1,1,1,896
3,814649,"relational","shape",1,1,1,1262
4,814649,"relational","texture",1,0,0,1107
5,814649,"control","shape",1,1,1,1456
6,814649,"control","texture",0,1,0,1061
7,814649,"control","shape",0,0,1,1438
8,814649,"control","texture",0,0,1,1436
9,814649,"control","texture",1,1,1,832
10,814649,"relational","shape",0,0,1,2497
11,814649,"relational","texture",0,0,1,2705
12,814649,"relational","texture",0,1,0,2357
13,814649,"relational","shape",0,0,1,2339
14,814649,"control","shape",1,1,1,1082
15,814649,"control","shape",0,0,1,1321
16,814649,"control","texture",0,0,1,1908
17,814649,"control","texture",1,1,1,1927
18,814649,"control","texture",1,1,1,1484
19,814649,"control","shape",0,0,1,1766
20,814649,"control","texture",0,0,1,1623
21,814649,"control","shape",1,1,1,2654
22,814649,"control","shape",0,0,1,2103
23,814649,"control","texture",1,1,1,1956
24,814649,"relational","texture",0,0,1,2567
25,814649,"relational","texture",0,1,0,2175
26,814649,"relational","shape",0,1,0,1782
27,814649,"relational","texture",0,0,1,2977
1,825048,"relational","texture",0,0,1,3129
2,825048,"relational","texture",1,1,1,2685
3,825048,"relational","shape",1,1,1,2538
4,825048,"relational","texture",0,0,1,1547
5,825048,"control","shape",1,1,1,1430
6,825048,"control","texture",0,1,0,1107
7,825048,"control","shape",0,0,1,1348
8,825048,"control","texture",0,0,1,1412
9,825048,"control","texture",1,1,1,1050
10,825048,"relational","shape",1,0,0,2512
11,825048,"relational","texture",0,0,1,1683
12,825048,"relational","texture",1,1,1,1189
13,825048,"relational","shape",0,0,1,1957
14,825048,"control","shape",1,1,1,1321
15,825048,"control","shape",0,0,1,1609
16,825048,"control","texture",0,0,1,1802
17,825048,"control","texture",0,1,0,2620
18,825048,"control","texture",1,1,1,1531
19,825048,"control","shape",0,0,0,0
20,825048,"control","texture",0,0,1,1746
21,825048,"control","shape",1,1,1,1006
22,825048,"control","shape",0,0,1,1057
23,825048,"control","texture",1,1,1,1808
24,825048,"relational","texture",0,0,1,2735
25,825048,"relational","texture",1,1,1,1712
26,825048,"relational","shape",1,1,1,1889
27,825048,"relational","texture",0,0,1,2135
1,872764,"relational","texture",0,0,1,1887
2,872764,"relational","texture",1,1,1,1681
3,872764,"relational","shape",1,1,1,2039
4,872764,"relational","texture",0,0,1,1765
