"trial","subID","cond","dim","resp","corr","acc","rt"
8,175540,"control","texture",0,0,1,1679
9,175540,"control","texture",1,1,1,1723
10,175540,"relational","shape",0,0,1,2223
11,175540,"relational","texture",0,0,1,2527
12,175540,"relational","texture",1,1,1,2763
13,175540,"relational","shape",0,0,1,2863
14,175540,"control","shape",1,1,1,1410
15,175540,"control","shape",0,0,1,1317
16,175540,"control","texture",0,0,1,1940
17,175540,"control","texture",1,1,1,1751
18,175540,"control","texture",1,1,1,1653
19,175540,"control","shape",0,0,1,2179
20,175540,"control","texture",0,0,1,1582
21,175540,"control","shape",1,1,1,1395
22,175540,"control","shape",0,0,1,1008
23,175540,"control","texture",1,1,1,1280
24,175540,"relational","texture",0,0,1,2680
25,175540,"relational","texture",1,1,1,2064
26,175540,"relational","shape",0,1,0,2191
27,175540,"relational","texture",0,0,1,2185
1,177746,"relational","texture",0,0,1,2344
2,177746,"relational","texture",1,1,1,1955
3,177746,"relational","shape",1,1,1,2458
4,177746,"relational","texture",0,0,1,2230
5,177746,"control","shape",1,1,1,2083
6,177746,"control","texture",1,1,1,1354
7,177746,"control","shape",0,0,1,980
8,177746,"control","texture",0,0,1,1523
9,177746,"control","texture",1,1,1,1229
10,177746,"relational","shape",0,0,1,2281
11,177746,"relational","texture",0,0,1,2806
12,177746,"relational","texture",1,1,1,2312
13,177746,"relational","shape",0,0,1,2027
14,177746,"control","shape",1,1,1,1316
15,177746,"control","shape",0,0,1,1116
16,177746,"control","texture",0,0,1,1432
17,177746,"control","texture",1,1,1,1973
18,177746,"control","texture",1,1,1,1279
19,177746,"control","shape",0,0,1,2120
20,177746,"control","texture",0,0,1,1416
21,177746,"control","shape",1,1,1,712
22,177746,"control","shape",0,0,1,937
23,177746,"control","texture",1,1,1,1670
24,177746,"relational","texture",0,0,1,2165
25,177746,"relational","texture",1,1,1,1313
26,177746,"relational","shape",0,1,0,2755
27,177746,"relational","texture",0,0,1,2573
1,182840,"relational","texture",1,0,0,1010
2,182840,"relational","texture",0,1,0,1262
3,182840,"relational","shape",0,1,0,1321
4,182840,"relational","texture",1,0,0,949
5,182840,"control","shape",1,1,1,1420
6,182840,"control","texture",1,1,1,1234
7,182840,"control","shape",0,0,1,1387
8,182840,"control","texture",1,0,0,1094
9,182840,"control","texture",1,1,1,1514
10,182840,"relational","shape",1,0,0,1429
11,182840,"relational","texture",0,0,1,1412
12,182840,"relational","texture",0,1,0,1289
13,182840,"relational","shape",0,0,1,1537
14,182840,"control","shape",1,1,1,1074
15,182840,"control","shape",0,0,1,968
16,182840,"control","texture",0,0,1,1486
17,182840,"control","texture",0,1,0,1198
18,182840,"control","texture",1,1,1,979
19,182840,"control","shape",0,0,1,1397
20,182840,"control","texture",1,0,0,1517
21,182840,"control","shape",1,1,1,1142
22,182840,"control","shape",0,0,1,1086
23,182840,"control","texture",1,1,1,1283
24,182840,"relational","texture",0,0,1,1344
25,182840,"relational","texture",1,1,1,1237
26,182840,"relational","shape",0,1,0,1320
27,182840,"relational","texture",0,0,1,1320
1,187547,"relational","texture",1,0,0,2736
2,187547,"relational","texture",0,1,0,922
3,187547,"relational","shape",1,1,1,1273
4,187547,"relational","texture",0,0,1,1045
5,187547,"control","shape",0,1,0,1132
6,187547,"control","texture",1,1,1,1803
7,187547,"control","shape",0,0,1,821
8,187547,"control","texture",0,0,1,1097
9,187547,"control","texture",1,1,1,1434
10,187547,"relational","shape",0,0,1,1983
11,187547,"relational","texture",1,0,0,740
12,187547,"relational","texture",1,1,1,2151
13,187547,"relational","shape",0,0,1,855
14,187547,"control","shape",0,1,0,2707
15,187547,"control","shape",0,0,1,1057
16,187547,"control","texture",0,0,1,1536
17,187547,"control","texture",1,1,1,2157
18,187547,"control","texture",1,1,1,1063
19,187547,"control","shape",0,0,1,808
20,187547,"control","texture",0,0,1,1239
21,187547,"control","shape",0,1,0,624
22,187547,"control","shape",0,0,1,775
23,187547,"control","texture",1,1,1,1374
24,187547,"relational","texture",1,0,0,1139
25,187547,"relational","texture",1,1,1,653
26,187547,"relational","shape",1,1,1,1385
27,187547,"relational","texture",0,0,1,2429
1,191033,"relational","texture",0,0,1,1643
2,191033,"relational","texture",1,1,1,1713
3,191033,"relational","shape",1,1,1,1751
4,191033,"relational","texture",0,0,1,1706
5,191033,"control","shape",1,1,1,2397
6,191033,"control","texture",1,1,1,1384
7,191033,"control","shape",0,0,1,1116
8,191033,"control","texture",0,0,1,1036
9,191033,"control","texture",1,1,1,1334
10,191033,"relational","shape",0,0,1,1727
11,191033,"relational","texture",0,0,1,1926
12,191033,"relational","texture",1,1,1,1532
13,191033,"relational","shape",0,0,1,1706
14,191033,"control","shape",1,1,1,1769
15,191033,"control","shape",0,0,1,1409
16,191033,"control","texture",0,0,1,1296
17,191033,"control","texture",1,1,1,1494
18,191033,"control","texture",1,1,1,1462
19,191033,"control","shape",0,0,1,1074
20,191033,"control","texture",0,0,1,1034
21,191033,"control","shape",1,1,1,830
22,191033,"control","shape",0,0,1,928
23,191033,"control","texture",1,1,1,1653
24,191033,"relational","texture",0,0,1,1747
25,191033,"relational","texture",1,1,1,1487
26,191033,"relational","shape",1,1,1,1724
27,191033,"relational","texture",0,0,1,1711
1,191437,"relational","texture",1,0,0,1788
2,191437,"relational","texture",0,1,0,1394
3,191437,"relational","shape",1,1,1,2975
4,191437,"relational","texture",0,0,1,2007
5,191437,"control","shape",1,1,1,2051
6,191437,"control","texture",1,1,1,1548
7,191437,"control","shape",0,0,1,1364
8,191437,"control","texture",0,0,1,1900
9,191437,"control","texture",1,1,1,1678
10,191437,"relational","shape",0,0,1,3092
11,191437,"relational","texture",0,0,0,0
12,191437,"relational","texture",0,1,0,0
13,191437,"relational","shape",0,0,0,0
14,191437,"control","shape",0,1,0,0
15,191437,"control","shape",0,0,0,0
16,191437,"control","texture",0,0,1,2393
17,191437,"control","texture",0,1,0,0
18,191437,"control","texture",1,1,1,2050
19,191437,"control","shape",0,0,1,1535
20,191437,"control","texture",0,0,1,1495
21,191437,"control","shape",1,1,1,1217
22,191437,"control","shape",0,0,1,1271
23,191437,"control","texture",1,1,1,1380
24,191437,"relational","texture",0,0,1,2375
25,191437,"relational","texture",1,1,1,2910
26,191437,"relational","shape",0,1,0,0
27,191437,"relational","texture",0,0,0,0
1,191841,"relational","texture",0,0,1,1678
2,191841,"relational","texture",1,1,1,2010
3,191841,"relational","shape",1,1,1,1787
4,191841,"relational","texture",0,0,1,2130
5,191841,"control","shape",1,1,1,1617
6,191841,"control","texture",1,1,1,1929
7,191841,"control","shape",0,0,1,1490
8,191841,"control","texture",0,0,1,1371
9,191841,"control","texture",1,1,1,987
10,191841,"relational","shape",0,0,1,2320
11,191841,"relational","texture",0,0,1,1971
12,191841,"relational","texture",0,1,0,2006
13,191841,"relational","shape",0,0,1,2102
14,191841,"control","shape",0,1,0,0
15,191841,"control","shape",1,0,0,1225
16,191841,"control","texture",0,0,1,1511
17,191841,"control","texture",1,1,1,1208
18,191841,"control","texture",1,1,1,1250
19,191841,"control","shape",0,0,1,1846
20,191841,"control","texture",0,0,1,1285
21,191841,"control","shape",1,1,1,1301
22,191841,"control","shape",1,0,0,1201
23,191841,"control","texture",1,1,1,1185
24,191841,"relational","texture",0,0,1,2041
25,191841,"relational","texture",1,1,1,1807
26,191841,"relational","shape",1,1,1,2775
27,191841,"relational","texture",0,0,1,2302
1,192641,"relational","texture",0,0,1,1660
2,192641,"relational","texture",0,1,0,2209
3,192641,"relational","shape",1,1,1,1467
4,192641,"relational","texture",0,0,1,2668
5,192641,"control","shape",0,1,0,1597
6,192641,"control","texture",1,1,1,1265
7,192641,"control","shape",0,0,1,1184
8,192641,"control","texture",0,0,1,1236
9,192641,"control","texture",1,1,1,1360
10,192641,"relational","shape",0,0,1,2503
11,192641,"relational","texture",0,0,1,2171
12,192641,"relational","texture",1,1,1,1920
13,192641,"relational","shape",1,0,0,3347
14,192641,"control","shape",0,1,0,2340
15,192641,"control","shape",0,0,1,1584
16,192641,"control","texture",0,0,1,1581
17,192641,"control","texture",1,1,1,1540
18,192641,"control","texture",1,1,1,1104
19,192641,"control","shape",0,0,1,1587
20,192641,"control","texture",0,0,1,1442
21,192641,"control","shape",1,1,1,867
22,192641,"control","shape",0,0,1,1128
23,192641,"control","texture",1,1,1,1558
24,192641,"relational","texture",0,0,1,1416
25,192641,"relational","texture",0,1,0,0
26,192641,"relational","shape",1,1,1,23
27,192641,"relational","texture",1,0,0,2249
1,195041,"relational","texture",0,0,1,1851
2,195041,"relational","texture",1,1,1,1860
3,195041,"relational","shape",1,1,1,1990
4,195041,"relational","texture",0,0,1,2171
5,195041,"control","shape",1,1,1,1217
6,195041,"control","texture",1,1,1,1473
7,195041,"control","shape",0,0,1,910
8,195041,"control","texture",0,0,1,1362
9,195041,"control","texture",1,1,1,935
10,195041,"relational","shape",0,0,1,1198
11,195041,"relational","texture",0,0,1,1912
12,195041,"relational","texture",1,1,1,1598
13,195041,"relational","shape",1,0,0,1513
14,195041,"control","shape",1,1,1,949
15,195041,"control","shape",0,0,1,1368
16,195041,"control","texture",0,0,1,1206
17,195041,"control","texture",1,1,1,1516
18,195041,"control","texture",0,1,0,1359
19,195041,"control","shape",0,0,1,1116
20,195041,"control","texture",0,0,1,1181
21,195041,"control","shape",1,1,1,908
22,195041,"control","shape",0,0,1,999
23,195041,"control","texture",1,1,1,1311
24,195041,"relational","texture",0,0,1,1246
25,195041,"relational","texture",0,1,0,1361
26,195041,"relational","shape",0,1,0,1320
27,195041,"relational","texture",0,0,1,1787
1,198653,"relational","texture",0,0,1,1645
2,198653,"relational","texture",0,1,0,2015
3,198653,"relational","shape",1,1,1,1806
4,198653,"relational","texture",0,0,1,1265
5,198653,"control","shape",1,1,1,865
6,198653,"control","texture",1,1,1,965
7,198653,"control","shape",0,0,1,1069
8,198653,"control","texture",0,0,1,1018
9,198653,"control","texture",1,1,1,795
10,198653,"relational","shape",1,0,0,1655
11,198653,"relational","texture",1,0,0,1634
12,198653,"relational","texture",0,1,0,1736
13,198653,"relational","shape",0,0,1,1937
14,198653,"control","shape",1,1,1,688
15,198653,"control","shape",0,0,1,1155
16,198653,"control","texture",1,0,0,1328
17,198653,"control","texture",1,1,1,1051
18,198653,"control","texture",1,1,1,962
19,198653,"control","shape",0,0,1,1192
20,198653,"control","texture",0,0,1,841
21,198653,"control","shape",0,1,0,1303
22,198653,"control","shape",0,0,1,888
23,198653,"control","texture",1,1,1,1137
24,198653,"relational","texture",0,0,1,1759
25,198653,"relational","texture",1,1,1,1843
26,198653,"relational","shape",0,1,0,1522
27,198653,"relational","texture",0,0,1,2636
1,200109,"relational","texture",0,0,1,1665
2,200109,"relational","texture",1,1,1,1613
3,200109,"relational","shape",1,1,1,1708
4,200109,"relational","texture",0,0,1,1360
5,200109,"control","shape",1,1,1,1358
6,200109,"control","texture",1,1,1,865
7,200109,"control","shape",0,0,1,1057
8,200109,"control","texture",1,0,0,1314
9,200109,"control","texture",1,1,1,1006
10,200109,"relational","shape",0,0,1,2001
11,200109,"relational","texture",1,0,0,1649
12,200109,"relational","texture",1,1,1,1977
13,200109,"relational","shape",0,0,1,1146
14,200109,"control","shape",0,1,0,1173
15,200109,"control","shape",0,0,1,1786
16,200109,"control","texture",0,0,1,1199
17,200109,"control","texture",1,1,1,1905
18,200109,"control","texture",1,1,1,1153
19,200109,"control","shape",0,0,1,1084
20,200109,"control","texture",0,0,1,1063
21,200109,"control","shape",1,1,1,933
22,200109,"control","shape",0,0,1,1111
23,200109,"control","texture",1,1,1,1543
24,200109,"relational","texture",0,0,1,1572
25,200109,"relational","texture",0,1,0,1974
26,200109,"relational","shape",0,1,0,2801
27,200109,"relational","texture",0,0,1,2363
1,204521,"relational","texture",0,0,1,1973
2,204521,"relational","texture",1,1,1,2096
3,204521,"relational","shape",1,1,1,2945
4,204521,"relational","texture",0,0,1,2238
5,204521,"control","shape",1,1,1,1378
6,204521,"control","texture",1,1,1,2057
7,204521,"control","shape",0,0,1,1974
8,204521,"control","texture",0,0,1,1783
9,204521,"control","texture",1,1,1,2226
10,204521,"relational","shape",0,0,1,2098
11,204521,"relational","texture",0,0,1,2176
12,204521,"relational","texture",1,1,1,2039
13,204521,"relational","shape",0,0,1,1801
14,204521,"control","shape",1,1,1,1626
15,204521,"control","shape",0,0,1,1287
16,204521,"control","texture",0,0,1,1657
17,204521,"control","texture",0,1,0,2029
18,204521,"control","texture",1,1,1,1887
19,204521,"control","shape",0,0,1,1323
20,204521,"control","texture",0,0,1,1503
21,204521,"control","shape",1,1,1,1287
22,204521,"control","shape",0,0,1,1120
23,204521,"control","texture",0,1,0,1399
24,204521,"relational","texture",0,0,1,1812
25,204521,"relational","texture",1,1,1,1515
26,204521,"relational","shape",0,1,0,2370
27,204521,"relational","texture",0,0,1,2422
1,205119,"relational","texture",0,0,1,2479
2,205119,"relational","texture",1,1,1,2302
3,205119,"relational","shape",0,1,0,3054
4,205119,"relational","texture",1,0,0,2077
5,205119,"control","shape",0,1,0,1678
6,205119,"control","texture",0,1,0,1368
7,205119,"control","shape",1,0,0,2220
8,205119,"control","texture",0,0,1,1128
9,205119,"control","texture",1,1,1,1376
10,205119,"relational","shape",0,0,1,2519
11,205119,"relational","texture",1,0,0,3285
12,205119,"relational","texture",0,1,0,0
13,205119,"relational","shape",1,0,0,2758
14,205119,"control","shape",0,1,0,1161
15,205119,"control","shape",0,0,0,2598
16,205119,"control","texture",0,0,1,1349
17,205119,"control","texture",1,1,1,2630
18,205119,"control","texture",1,1,1,2044
19,205119,"control","shape",0,0,0,2437
20,205119,"control","texture",0,0,0,0
21,205119,"control","shape",0,1,0,2300
22,205119,"control","shape",1,0,0,1279
23,205119,"control","texture",1,1,1,1306
24,205119,"relational","texture",0,0,1,2457
25,205119,"relational","texture",1,1,1,2998
26,205119,"relational","shape",0,1,0,2416
27,205119,"relational","texture",0,0,0,0
1,212318,"relational","texture",1,0,0,1783
2,212318,"relational","texture",0,1,0,1572
3,212318,"relational","shape",0,1,0,1666
4,212318,"relational","texture",1,0,0,1501
5,212318,"control","shape",0,1,0,1244
6,212318,"control","texture",0,1,0,983
7,212318,"control","shape",1,0,0,2101
8,212318,"control","texture",0,0,1,2449
9,212318,"control","texture",1,1,1,1522
10,212318,"relational","shape",0,0,1,1654
11,212318,"relational","texture",0,0,1,3108
12,212318,"relational","texture",1,1,1,3186
13,212318,"relational","shape",1,0,0,2006
14,212318,"control","shape",0,1,0,1628
15,212318,"control","shape",0,0,1,2269
16,212318,"control","texture",0,0,1,2335
17,212318,"control","texture",1,1,1,2343
18,212318,"control","texture",1,1,1,1311
19,212318,"control","shape",1,0,0,2050
20,212318,"control","texture",0,0,1,1539
21,212318,"control","shape",1,1,1,1148
22,212318,"control","shape",0,0,1,1156
23,212318,"control","texture",1,1,1,1682
24,212318,"relational","texture",0,0,1,1855
25,212318,"relational","texture",0,1,0,1902
26,212318,"relational","shape",0,1,0,2118
27,212318,"relational","texture",1,0,0,2126
1,212823,"relational","texture",0,0,1,2146
2,212823,"relational","texture",1,1,1,2458
3,212823,"relational","shape",0,1,0,2592
4,212823,"relational","texture",0,0,1,2259
5,212823,"control","shape",1,1,1,1151
6,212823,"control","texture",1,1,1,1675
7,212823,"control","shape",0,0,1,1066
8,212823,"control","texture",0,0,1,1107
9,212823,"control","texture",1,1,1,996
10,212823,"relational","shape",0,0,1,1876
11,212823,"relational","texture",1,0,0,2796
12,212823,"relational","texture",0,1,0,2542
13,212823,"relational","shape",0,0,1,2028
14,212823,"control","shape",1,1,1,1164
15,212823,"control","shape",0,0,1,1053
16,212823,"control","texture",0,0,1,1311
17,212823,"control","texture",1,1,1,1247
18,212823,"control","texture",1,1,1,1544
19,212823,"control","shape",0,0,1,972
20,212823,"control","texture",0,0,1,1130
21,212823,"control","shape",1,1,1,906
22,212823,"control","shape",0,0,1,868
23,212823,"control","texture",1,1,1,1123
24,212823,"relational","texture",0,0,1,1932
25,212823,"relational","texture",0,1,0,2141
26,212823,"relational","shape",1,1,1,2244
27,212823,"relational","texture",0,0,1,2738
1,214524,"relational","texture",1,0,0,1008
2,214524,"relational","texture",1,1,1,1018
3,214524,"relational","shape",0,1,0,1194
4,214524,"relational","texture",1,0,0,1115
5,214524,"control","shape",0,1,0,917
6,214524,"control","texture",1,1,1,921
7,214524,"control","shape",0,0,1,888
8,214524,"control","texture",0,0,1,1137
9,214524,"control","texture",1,1,1,855
10,214524,"relational","shape",0,0,1,1228
11,214524,"relational","texture",0,0,1,1055
12,214524,"relational","texture",1,1,1,1138
13,214524,"relational","shape",0,0,1,1045
14,214524,"control","shape",1,1,1,764
15,214524,"control","shape",0,0,1,775
16,214524,"control","texture",0,0,1,914
17,214524,"control","texture",1,1,1,805
18,214524,"control","texture",1,1,1,841
19,214524,"control","shape",0,0,1,1096
20,214524,"control","texture",0,0,1,863
21,214524,"control","shape",1,1,1,640
22,214524,"control","shape",0,0,1,871
23,214524,"control","texture",1,1,1,1008
24,214524,"relational","texture",1,0,0,1211
25,214524,"relational","texture",1,1,1,1032
26,214524,"relational","shape",0,1,0,1195
27,214524,"relational","texture",0,0,1,1358
1,221319,"relational","texture",1,0,0,2623
2,221319,"relational","texture",1,1,1,1778
3,221319,"relational","shape",1,1,1,2254
4,221319,"relational","texture",1,0,0,2380
5,221319,"control","shape",1,1,1,2414
6,221319,"control","texture",1,1,1,2427
7,221319,"control","shape",0,0,0,0
8,221319,"control","texture",0,0,1,2366
9,221319,"control","texture",1,1,1,2722
10,221319,"relational","shape",0,0,1,2329
11,221319,"relational","texture",1,0,0,3185
12,221319,"relational","texture",0,1,0,1636
13,221319,"relational","shape",0,0,1,2764
14,221319,"control","shape",1,1,1,2739
15,221319,"control","shape",0,0,1,1879
16,221319,"control","texture",0,0,1,1772
17,221319,"control","texture",1,1,1,1760
18,221319,"control","texture",0,1,0,2757
19,221319,"control","shape",1,0,0,1998
20,221319,"control","texture",0,0,1,1614
21,221319,"control","shape",0,1,0,1999
22,221319,"control","shape",1,0,0,2071
23,221319,"control","texture",1,1,1,2456
24,221319,"relational","texture",1,0,0,2291
25,221319,"relational","texture",0,1,0,2137
26,221319,"relational","shape",0,1,0,1722
27,221319,"relational","texture",1,0,0,3042
1,223929,"relational","texture",0,0,1,2701
2,223929,"relational","texture",1,1,1,1983
3,223929,"relational","shape",1,1,1,2159
4,223929,"relational","texture",0,0,1,1806
5,223929,"control","shape",1,1,1,1339
6,223929,"control","texture",1,1,1,1208
7,223929,"control","shape",0,0,1,1462
8,223929,"control","texture",0,0,1,1437
9,223929,"control","texture",1,1,1,1000
10,223929,"relational","shape",0,0,1,2450
11,223929,"relational","texture",0,0,1,3184
12,223929,"relational","texture",0,1,0,3474
13,223929,"relational","shape",0,0,1,3215
14,223929,"control","shape",1,1,1,1692
15,223929,"control","shape",0,0,1,1220
16,223929,"control","texture",0,0,1,1423
17,223929,"control","texture",1,1,1,1485
18,223929,"control","texture",1,1,1,1163
19,223929,"control","shape",0,0,1,1903
20,223929,"control","texture",0,0,1,1460
21,223929,"control","shape",1,1,1,928
22,223929,"control","shape",0,0,1,989
23,223929,"control","texture",1,1,1,2526
24,223929,"relational","texture",0,0,1,2395
25,223929,"relational","texture",1,1,1,2389
26,223929,"relational","shape",1,1,1,1590
27,223929,"relational","texture",0,0,1,2520
1,233326,"relational","texture",0,0,1,915
2,233326,"relational","texture",1,1,1,1037
3,233326,"relational","shape",1,1,1,1211
4,233326,"relational","texture",1,0,0,976
5,233326,"control","shape",0,1,0,1131
6,233326,"control","texture",1,1,1,1636
7,233326,"control","shape",0,0,1,1129
8,233326,"control","texture",0,0,1,1165
9,233326,"control","texture",1,1,1,2056
10,233326,"relational","shape",0,0,1,1478
11,233326,"relational","texture",0,0,1,2131
12,233326,"relational","texture",1,1,1,1292
13,233326,"relational","shape",0,0,1,1580
14,233326,"control","shape",1,1,1,1440
15,233326,"control","shape",0,0,1,1214
16,233326,"control","texture",0,0,1,1246
17,233326,"control","texture",1,1,1,1779
18,233326,"control","texture",1,1,1,1936
19,233326,"control","shape",0,0,1,1336
20,233326,"control","texture",0,0,1,1130
21,233326,"control","shape",1,1,1,971
22,233326,"control","shape",0,0,1,1568
23,233326,"control","texture",1,1,1,885
24,233326,"relational","texture",0,0,1,1180
25,233326,"relational","texture",0,1,0,1065
26,233326,"relational","shape",0,1,0,1163
27,233326,"relational","texture",0,0,1,1923
1,248339,"relational","texture",0,0,1,1722
2,248339,"relational","texture",1,1,1,2384
3,248339,"relational","shape",1,1,1,2612
4,248339,"relational","texture",0,0,1,1845
5,248339,"control","shape",0,1,0,1244
6,248339,"control","texture",1,1,1,1060
7,248339,"control","shape",0,0,1,1451
8,248339,"control","texture",0,0,1,1150
9,248339,"control","texture",1,1,1,1247
10,248339,"relational","shape",0,0,1,2346
11,248339,"relational","texture",0,0,1,2050
12,248339,"relational","texture",1,1,1,1528
13,248339,"relational","shape",0,0,1,2890
14,248339,"control","shape",1,1,1,1670
15,248339,"control","shape",0,0,1,1021
16,248339,"control","texture",0,0,1,1131
17,248339,"control","texture",1,1,1,1087
18,248339,"control","texture",1,1,1,1040
19,248339,"control","shape",0,0,1,1310
20,248339,"control","texture",0,0,1,1065
21,248339,"control","shape",1,1,1,822
22,248339,"control","shape",0,0,1,919
23,248339,"control","texture",1,1,1,946
24,248339,"relational","texture",0,0,1,2001
25,248339,"relational","texture",1,1,1,1878
26,248339,"relational","shape",0,1,0,2489
27,248339,"relational","texture",0,0,1,3209
1,250427,"relational","texture",0,0,1,2487
2,250427,"relational","texture",0,1,0,2692
3,250427,"relational","shape",1,1,1,2533
4,250427,"relational","texture",0,0,1,2492
5,250427,"control","shape",1,1,1,1398
6,250427,"control","texture",1,1,1,1545
7,250427,"control","shape",0,0,1,1565
8,250427,"control","texture",0,0,1,1636
9,250427,"control","texture",1,1,1,1485
10,250427,"relational","shape",0,0,1,2712
11,250427,"relational","texture",0,0,0,0
12,250427,"relational","texture",0,1,0,1907
13,250427,"relational","shape",0,0,1,2823
14,250427,"control","shape",1,1,1,1270
15,250427,"control","shape",0,0,1,1114
16,250427,"control","texture",0,0,1,1280
17,250427,"control","texture",1,1,1,1476
18,250427,"control","texture",1,1,1,2278
19,250427,"control","shape",0,0,1,1499
20,250427,"control","texture",0,0,1,1529
21,250427,"control","shape",1,1,1,1032
22,250427,"control","shape",0,0,1,1267
23,250427,"control","texture",0,1,0,1744
24,250427,"relational","texture",1,0,0,1826
25,250427,"relational","texture",0,1,0,2710
26,250427,"relational","shape",0,1,0,2662
27,250427,"relational","texture",0,0,1,2804
1,255639,"relational","texture",0,0,1,1941
2,255639,"relational","texture",1,1,1,1829
3,255639,"relational","shape",0,1,0,2285
4,255639,"relational","texture",0,0,1,2095
5,255639,"control","shape",1,1,1,2180
6,255639,"control","texture",1,1,1,1416
7,255639,"control","shape",0,0,1,1055
8,255639,"control","texture",0,0,1,1604
9,255639,"control","texture",1,1,1,1257
10,255639,"relational","shape",1,0,0,3179
11,255639,"relational","texture",0,0,1,3439
12,255639,"relational","texture",0,1,0,2349
13,255639,"relational","shape",0,0,0,0
14,255639,"control","shape",0,1,0,2090
15,255639,"control","shape",0,0,1,1457
16,255639,"control","texture",0,0,1,1850
17,255639,"control","texture",1,1,1,2136
18,255639,"control","texture",1,1,1,1491
19,255639,"control","shape",0,0,1,2136
20,255639,"control","texture",0,0,1,1820
21,255639,"control","shape",1,1,1,1125
22,255639,"control","shape",0,0,1,1139
23,255639,"control","texture",1,1,1,1680
24,255639,"relational","texture",0,0,1,2172
25,255639,"relational","texture",1,1,1,3045
26,255639,"relational","shape",1,1,1,2476
27,255639,"relational","texture",0,0,1,2333
1,257845,"relational","texture",0,0,1,1585
2,257845,"relational","texture",0,1,0,1917
3,257845,"relational","shape",1,1,1,1521
4,257845,"relational","texture",0,0,1,1467
5,257845,"control","shape",0,1,0,1736
6,257845,"control","texture",1,1,1,1679
7,257845,"control","shape",0,0,1,1568
8,257845,"control","texture",0,0,1,1621
9,257845,"control","texture",1,1,1,1521
10,257845,"relational","shape",0,0,1,1968
11,257845,"relational","texture",0,0,1,1680
12,257845,"relational","texture",0,1,0,2559
13,257845,"relational","shape",0,0,1,1711
14,257845,"control","shape",1,1,1,1518
15,257845,"control","shape",0,0,1,1349
16,257845,"control","texture",0,0,1,1585
17,257845,"control","texture",1,1,1,1636
18,257845,"control","texture",1,1,1,1200
19,257845,"control","shape",0,0,1,1119
20,257845,"control","texture",0,0,1,1027
21,257845,"control","shape",1,1,1,1088
22,257845,"control","shape",0,0,1,787
23,257845,"control","texture",1,1,1,919
24,257845,"relational","texture",0,0,1,1656
25,257845,"relational","texture",0,1,0,2039
26,257845,"relational","shape",1,1,1,1650
27,257845,"relational","texture",1,0,0,2041
1,283543,"relational","texture",0,0,1,1877
2,283543,"relational","texture",1,1,1,2074
3,283543,"relational","shape",1,1,1,1881
4,283543,"relational","texture",0,0,1,1638
5,283543,"control","shape",1,1,1,1374
6,283543,"control","texture",1,1,1,1416
7,283543,"control","shape",0,0,1,999
8,283543,"control","texture",0,0,1,1474
9,283543,"control","texture",1,1,1,1074
10,283543,"relational","shape",0,0,1,2437
11,283543,"relational","texture",0,0,1,1980
12,283543,"relational","texture",1,1,1,1962
13,283543,"relational","shape",0,0,1,1964
14,283543,"control","shape",1,1,1,1150
15,283543,"control","shape",0,0,1,1372
16,283543,"control","texture",0,0,1,1110
17,283543,"control","texture",1,1,1,1313
18,283543,"control","texture",1,1,1,1398
19,283543,"control","shape",0,0,1,1415
20,283543,"control","texture",0,0,1,1041
21,283543,"control","shape",1,1,1,1019
22,283543,"control","shape",0,0,1,1065
23,283543,"control","texture",0,1,0,1201
24,283543,"relational","texture",0,0,1,1928
25,283543,"relational","texture",1,1,1,2519
26,283543,"relational","shape",1,1,1,1856
27,283543,"relational","texture",0,0,1,2723
1,287248,"relational","texture",0,0,1,2426
2,287248,"relational","texture",0,1,0,2383
3,287248,"relational","shape",1,1,1,3399
4,287248,"relational","texture",0,0,1,3073
5,287248,"control","shape",1,1,1,2507
6,287248,"control","texture",1,1,1,2586
7,287248,"control","shape",0,0,1,2085
8,287248,"control","texture",0,0,1,1532
9,287248,"control","texture",1,1,1,1827
10,287248,"relational","shape",0,0,1,2670
11,287248,"relational","texture",0,0,1,2431
12,287248,"relational","texture",0,1,0,0
13,287248,"relational","shape",1,0,0,2465
14,287248,"control","shape",0,1,0,2399
15,287248,"control","shape",1,0,0,2401
16,287248,"control","texture",0,0,1,2713
17,287248,"control","texture",0,1,0,2434
18,287248,"control","texture",1,1,1,2112
19,287248,"control","shape",1,0,0,2042
20,287248,"control","texture",0,0,1,2504
21,287248,"control","shape",1,1,1,2352
22,287248,"control","shape",1,0,0,2400
23,287248,"control","texture",1,1,1,1619
24,287248,"relational","texture",0,0,1,3050
25,287248,"relational","texture",0,1,0,2808
26,287248,"relational","shape",0,1,0,2351
27,287248,"relational","texture",1,0,0,2388
1,293748,"relational","texture",0,0,1,2580
2,293748,"relational","texture",0,1,0,1634
3,293748,"relational","shape",1,1,1,1324
4,293748,"relational","texture",0,0,1,1652
5,293748,"control","shape",1,1,1,1178
6,293748,"control","texture",1,1,1,1000
7,293748,"control","shape",0,0,1,1046
8,293748,"control","texture",0,0,1,978
9,293748,"control","texture",1,1,1,910
10,293748,"relational","shape",0,0,1,1274
11,293748,"relational","texture",0,0,1,1654
12,293748,"relational","texture",0,1,0,1236
13,293748,"relational","shape",1,0,0,1708
14,293748,"control","shape",1,1,1,1055
15,293748,"control","shape",0,0,1,743
16,293748,"control","texture",0,0,1,1215
17,293748,"control","texture",1,1,1,940
18,293748,"control","texture",1,1,1,843
19,293748,"control","shape",0,0,1,1004
